Name,Inspect Link,Collection,Price (INR),Listing ID,Asset ID
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5060440282089157153A38720651497D3197630505558404881,Revolution Case,483.42545407458186,5060440282089157153,38720651497
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5060440282086211393A38717752916D9684477150524886905,Revolution Case,483.42545407458186,5060440282086211393,38717752916
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5060440282098585793A38731442540D17051829295760426775,Revolution Case,483.42545407458186,5060440282098585793,38731442540
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5037922737018674383A38769659312D7531191080088553277,Revolution Case,483.42545407458186,5037922737018674383,38769659312
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5037922737018075643A38767867524D7531191080088553277,Revolution Case,483.42545407458186,5037922737018075643,38767867524
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5037922737019914463A38771407283D10250861962632499161,Revolution Case,483.42545407458186,5037922737019914463,38771407283
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5069447481343021595A38712184993D9684477150524886905,Revolution Case,484.3914539828119,5069447481343021595,38712184993
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5071699281142619166A38699299958D9981846944221799795,Revolution Case,482.58595415433433,5071699281142619166,38699299958
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5071699281142617906A38699309314D9981846944221799795,Revolution Case,482.58595415433433,5071699281142617906,38699309314
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5071699281142620846A38699299420D9981846944221799795,Revolution Case,482.58595415433433,5071699281142620846,38699299420
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5070573381245362300A36687309344D9981846944221799795,Revolution Case,481.59695424828936,5070573381245362300,36687309344
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5018782438593033245A38449533004D9981846944221799795,Revolution Case,491.5099533065545,5018782438593033245,38449533004
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4932086242816500710A38586769078D14604801975590883285,Revolution Case,480.3319543684643,4932086242816500710,38586769078
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5028915537755210363A38762450417D14143730753145540381,Revolution Case,486.25445380582687,5028915537755210363,38762450417
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4858902392462872121A38396999482D5389685099795090897,Revolution Case,511.9339513662746,4858902392462872121,38396999482
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4858902392462874041A38386283680D14305861161112322513,Revolution Case,511.9339513662746,4858902392462874041,38386283680
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4858902392462874311A38379046906D14305861161112322513,Revolution Case,511.9339513662746,4858902392462874311,38379046906
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4858902392462874521A38366446444D9712028866371832607,Revolution Case,511.9339513662746,4858902392462874521,38366446444
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4858902392462870261A38401123131D6973872867599590165,Revolution Case,511.9339513662746,4858902392462870261,38401123131
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4858902392462865221A38406631855D6973872867599590165,Revolution Case,511.9339513662746,4858902392462865221,38406631855
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4858902392462865521A38404678225D333304505936511773,Revolution Case,511.9339513662746,4858902392462865521,38404678225
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4858902392462866871A38404384187D7992207515299514229,Revolution Case,511.9339513662746,4858902392462866871,38404384187
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4930960342891168009A38634908296D11727375826944691089,Revolution Case,501.825452326582,4930960342891168009,38634908296
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M7164744916105996595A38362907748D9712028866371832607,Revolution Case,510.54245149846713,7164744916105996595,38362907748
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M7163619016206746314A38231970134D9982372257976839069,Revolution Case,516.6834509150722,7163619016206746314,38231970134
AK-47  Head Shot (Battle-Scarred)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4935463942468016195A34294153380D3170783513213798717,Revolution Case,516.7639509074247,4935463942468016195,34294153380
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5018782438607356355A38777390528D2805439422756483035,Revolution Case,6452.465387015788,5018782438607356355,38777390528
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5022160138313957685A38758268013D469726918630632959,Revolution Case,6509.976881552197,5022160138313957685,38758268013
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4908442344800069583A38685257333D13835061105850321371,Revolution Case,6867.132347622427,4908442344800069583,38685257333
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5025537838026706317A38520108913D13835061105850321371,Revolution Case,6913.316343234947,5025537838026706317,38520108913
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4857775839556992951A35888076514D12583211491910364059,Revolution Case,7356.238801157314,4857775839556992951,35888076514
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4845388779805712301A35533085889D11989895172191448977,Revolution Case,7356.238801157314,4845388779805712301,35533085889
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5028915537752499053A38719706267D13835061105850321371,Revolution Case,7287.629807675168,5028915537752499053,38719706267
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4858902210063033071A35897142093D2913308787033812915,Revolution Case,7639.759774222822,4858902210063033071,35897142093
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4914071844164570006A36291059210D12583211491910364059,Revolution Case,8666.962676638546,4914071844164570006,36291059210
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4791338611185433857A35916346378D13835061105850321371,Revolution Case,8612.648181798422,4791338611185433857,35916346378
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4876910171599018514A36982374958D14854105653192303965,Revolution Case,9224.540123668688,4876910171599018514,36982374958
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4882540305270159428A30274736988D12583211491910364059,Revolution Case,9629.961085153696,4882540305270159428,30274736988
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4793591675592339674A36514114825D14286664919582671775,Revolution Case,9629.961085153696,4793591675592339674,36514114825
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4849891744685074218A37812378491D3350933814122654101,Revolution Case,9735.88757509068,4849891744685074218,37812378491
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5066069781630427079A38731291589D13835061105850321371,Revolution Case,9878.384061553514,5066069781630427079,38731291589
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5025537838030596027A38748193918D12441234406184980313,Revolution Case,10369.767514872086,5025537838030596027,38748193918
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4852142911262741482A37699151498D17216135496009674167,Revolution Case,10425.393009587664,4852142911262741482,37699151498
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4882541573132135639A37579917145D16333051855657692945,Revolution Case,10669.99798635019,4882541573132135639,37579917145
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4882542208756762949A37737173674D14180936703000594777,Revolution Case,10995.493955428074,4882542208756762949,37737173674
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4369113459281302119A34089106551D16150472221621094329,Revolution Case,14235.97514758236,4369113459281302119,34089106551
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4450179520639742792A34386585083D14150455997959662421,Revolution Case,14993.974575572414,4450179520639742792,34386585083
AK-47  Head Shot (Factory New)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4398386856899194103A31700385461D13835061105850321371,Revolution Case,23400.807276923308,4398386856899194103,31700385461
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5033419137396224253A38777744850D9837143929443609973,Revolution Case,866.6974176637453,5033419137396224253,38777744850
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5042426336647258479A38777368055D11596292543595815187,Revolution Case,895.4589149314031,5042426336647258479,38777368055
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5041300436739946178A38777288881D12298772452097420245,Revolution Case,901.0249144026332,5041300436739946178,38777288881
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5043552236554944210A38777747842D12298772452097420245,Revolution Case,908.0399137362082,5043552236554944210,38777747842
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5037922737022750873A38775379424D11596292543595815187,Revolution Case,910.1674135340955,5037922737022750873,38775379424
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5070573381231411040A38701018867D5215421282589640703,Revolution Case,910.8459134696382,5070573381231411040,38701018867
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5057062582358345049A34723825929D4612292969463832979,Revolution Case,914.2844131429808,5057062582358345049,34723825929
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5027789637849983392A38664755506D14765614622734569309,Revolution Case,900.6109144419631,5027789637849983392,38664755506
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5027789637849984742A38655483843D7099476393979546041,Revolution Case,900.6109144419631,5027789637849984742,38655483843
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5041300436732914268A38659825631D7099476393979546041,Revolution Case,921.9549124142832,5041300436732914268,38659825631
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5034545037287199764A38743143701D10251576788644135421,Revolution Case,921.9549124142832,5034545037287199764,38743143701
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5076202880775976561A38669280626D14765614622734569309,Revolution Case,945.8059101484386,5076202880775976561,38669280626
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4930960342850282749A38586010895D7514863631927224081,Revolution Case,956.5354091291362,4930960342850282749,38586010895
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4926456743196552749A38317723464D9837143929443609973,Revolution Case,962.9984085151513,4926456743196552749,38317723464
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5077328780672911592A38664424499D14765614622734569309,Revolution Case,962.9984085151513,5077328780672911592,38664424499
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4908442344746151933A38619641824D4612292969463832979,Revolution Case,966.7474081589962,4908442344746151933,38619641824
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5037922737022758673A38775349033D11596292543595815187,Revolution Case,966.6094081721062,5037922737022758673,38775349033
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4907316444818787932A38180137470D4612292969463832979,Revolution Case,983.0199066131088,4907316444818787932,38180137470
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4914071844252913226A38509828676D12394550764369397043,Revolution Case,982.5139066611788,4914071844252913226,38509828676
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4927582643099846843A38063123124D4612292969463832979,Revolution Case,1013.0694037584068,4927582643099846843,38063123124
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4844264238453741812A38233689805D9837143929443609973,Revolution Case,1005.375904489289,4844264238453741812,38233689805
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5027789637849985402A38653703296D787712122628474225,Revolution Case,1000.683904935029,5027789637849985402,38653703296
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4854398514873944707A38043161450D4612292969463832979,Revolution Case,1046.7759005562891,4854398514873944707,38043161450
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4937715742244286516A38472071871D334430635188423473,Revolution Case,1048.5469003880444,4937715742244286516,38472071871
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4845390940629418848A38330609044D4612292969463832979,Revolution Case,1124.5503931677126,4845390940629418848,38330609044
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4847643210992571703A38391736560D2363489039837204337,Revolution Case,1100.7453954291875,4847643210992571703,38391736560
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4852145537772950344A37865780372D9837143929443609973,Revolution Case,1132.7728923865752,4852145537772950344,37865780372
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5048055383105861065A38717282037D9837143929443609973,Revolution Case,1139.7418917245202,5048055383105861065,38717282037
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4846517215531830522A38217576864D4667012207775723417,Revolution Case,1166.4908891833654,4846517215531830522,38217576864
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4846517215531830972A38202928549D9837143929443609973,Revolution Case,1166.4908891833654,4846517215531830972,38202928549
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4909568244585821622A38424759557D17153239323367081813,Revolution Case,1152.3803905238628,4909568244585821622,38424759557
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5076202880760578221A37718081512D4612292969463832979,Revolution Case,1152.3803905238628,5076202880760578221,37718081512
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4831879962654198522A38226512492D12550059419486014873,Revolution Case,1167.5488890828556,4831879962654198522,38226512492
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4914071844222677006A35091245386D9837143929443609973,Revolution Case,1155.600390217963,4914071844222677006,35091245386
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4831879339444280442A38230118970D4667012207775723417,Revolution Case,1175.955388284238,4831879339444280442,38230118970
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4834131941541819687A38330237160D9828191428502259185,Revolution Case,1186.9378872409006,4834131941541819687,38330237160
AK-47  Head Shot (Field-Tested)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4852145537762981614A38186185032D318069945125463833,Revolution Case,1186.4663872856931,4852145537762981614,38186185032
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4933212142753250301A38681379698D7254182035078818237,Revolution Case,1901.2833193780848,4933212142753250301,38681379698
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4921953143593895111A38571466392D14710496412926256465,Revolution Case,1904.3078190907568,4921953143593895111,38571466392
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5026663737951280641A36798213189D7226138079894480661,Revolution Case,1901.2833193780848,5026663737951280641,36798213189
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5048055383113269055A38727042470D2498629471635817939,Revolution Case,1901.2833193780848,5048055383113269055,38727042470
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5064943881708553337A38714512591D2927458534783076723,Revolution Case,1921.293317477135,5064943881708553337,38714512591
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5069447481319417325A38180539654D10009288277897121105,Revolution Case,1925.9968170303025,5069447481319417325,38180539654
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5034545037284579954A38629167393D16636863187916859345,Revolution Case,1925.9968170303025,5034545037284579954,38629167393
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4935463942544828285A38657532576D14423455951470628209,Revolution Case,1956.8168141024023,4935463942544828285,38657532576
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4935463942550168105A38657387036D2308911655135741851,Revolution Case,1958.737313919955,4935463942550168105,38657387036
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M7166996715923625495A36307184749D10009288277897121105,Revolution Case,1987.544811183243,7166996715923625495,36307184749
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4934338042642387312A38659072908D7495687429872209757,Revolution Case,1985.704811358043,4934338042642387312,38659072908
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5070573381242986240A36309322735D10115089859837477811,Revolution Case,1987.544811183243,5070573381242986240,36309322735
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4925330843384361738A38650532125D2308911655135741851,Revolution Case,1990.5233109002852,4925330843384361738,38650532125
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5016530638793654154A38777542571D2459572640034106749,Revolution Case,1993.3753106293452,5016530638793654154,38777542571
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4925330843380785348A38646431623D3028744281600444183,Revolution Case,2000.148809985863,4925330843380785348,38646431623
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5015404738884438200A38774653283D3380207029034977245,Revolution Case,2006.6233093707856,5015404738884438200,38774653283
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4928708543090290854A38641183437D3028744281600444183,Revolution Case,2031.9233069672855,4928708543090290854,38641183437
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5075076980871740580A38707447583D14421768776607393787,Revolution Case,2040.5368061490035,5075076980871740580,38707447583
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4912945944330850425A38556602899D2802057314321613685,Revolution Case,2101.785800330349,4912945944330850425,38556602899
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4937715742328705466A35875400614D10009288277897121105,Revolution Case,2114.251799146079,4937715742328705466,35875400614
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5075076980876441670A38722943979D12025282730662300947,Revolution Case,2100.7393004297664,5075076980876441670,38722943979
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4933212142733224011A38464558332D769029691811360159,Revolution Case,2127.6032978776866,4933212142733224011,38464558332
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4906190544939343591A38510402532D16593770449019528507,Revolution Case,2184.4707924752747,4906190544939343591,38510402532
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4853272710596636068A38413106772D14269873573176577489,Revolution Case,2185.1032924151878,4853272710596636068,38413106772
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4866783413853620425A34015486052D16592423137681900987,Revolution Case,2214.89978958452,4866783413853620425,34015486052
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5072825181059570347A38712634330D12551189289447075799,Revolution Case,2201.732290835432,5072825181059570347,38712634330
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4865657792028469344A38433716491D14296930602774211455,Revolution Case,2260.9227852123354,4865657792028469344,38433716491
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4858902210063589751A38390908124D4910757880649238425,Revolution Case,2243.362286880583,4858902210063589751,38390908124
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4851020440102009463A36708640559D7251550138100763985,Revolution Case,2228.032788336885,4851020440102009463,36708640559
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4907316444729098132A38083124290D10009288277897121105,Revolution Case,2285.693782859091,4907316444729098132,38083124290
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4916323644042816328A37727441475D769029691811360159,Revolution Case,2252.539286008768,4916323644042816328,37727441475
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5034545037301178144A38777446142D10287607537182852057,Revolution Case,2293.697782098711,5034545037301178144,38777446142
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4926456743225492309A38572408854D10009288277897121105,Revolution Case,2304.4847810739457,4926456743225492309,38572408854
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4849894915262081655A38386620605D14415460042583606195,Revolution Case,2459.0907663863773,4849894915262081655,38386620605
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4853272060835932921A31974217212D10009288277897121105,Revolution Case,2468.543765488342,4853272060835932921,31974217212
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M4908442344793792773A38676478265D10127089661836185433,Revolution Case,2512.462261316085,4908442344793792773,38676478265
AK-47  Head Shot (Minimal Wear)_data.json,steam://rungame/730/76561202255233023/+csgo_econ_action_preview%20M5045803583297922473A38592986428D7353369151787902931,Revolution Case,2534.9102591835253,5045803583297922473,38592986428
